,oai,datestamp,language,speaker,doi,length,uri,requires,type
87,oai:crdo.vjf.cnrs.fr:cocoon-d5b4df2c-40fa-3a82-952b-dcef4a77a4fa,2020-11-28,Na-našu,"Romagnoli, Maria",10.24397/PANGLOSS-0000785,42.0,https://cocoon.huma-num.fr/data/archi/masters/343863.wav,,
88,oai:crdo.vjf.cnrs.fr:cocoon-a3ce0ed8-250d-3a26-b21f-c417e0af067e,2020-11-29,Na-našu,"Romagnoli, Maria",10.24397/PANGLOSS-0000786,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_FEMME.xml,oai:crdo.vjf.cnrs.fr:cocoon-9e8c9e27-60e6-3e85-9638-af80051ca49b,
89,oai:crdo.vjf.cnrs.fr:cocoon-9e8c9e27-60e6-3e85-9638-af80051ca49b,2020-11-28,Na-našu,"Romagnoli, Maria",10.24397/PANGLOSS-0000787,93.0,https://cocoon.huma-num.fr/data/archi/masters/343879.wav,,
90,oai:crdo.vjf.cnrs.fr:cocoon-204b1918-e5e7-39e4-a600-ec7336e2166f,2020-11-29,Na-našu,"Romagnoli, Maria",10.24397/PANGLOSS-0000788,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_FILLES.xml,oai:crdo.vjf.cnrs.fr:cocoon-144384a5-03ab-3dd0-aa3f-742b9728c785,
91,oai:crdo.vjf.cnrs.fr:cocoon-144384a5-03ab-3dd0-aa3f-742b9728c785,2020-11-28,Na-našu,"Romagnoli, Maria",10.24397/PANGLOSS-0000789,79.0,https://cocoon.huma-num.fr/data/archi/masters/343885.wav,,
92,oai:crdo.vjf.cnrs.fr:cocoon-70e8d137-5be4-3f44-ae24-91811dc68396,2020-11-29,Na-našu,"Romagnoli, Maria",10.24397/PANGLOSS-0000790,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_EAU.xml,oai:crdo.vjf.cnrs.fr:cocoon-0d012466-cb42-332b-9f74-77ace68e3b90,
93,oai:crdo.vjf.cnrs.fr:cocoon-0d012466-cb42-332b-9f74-77ace68e3b90,2020-11-28,Na-našu,"Romagnoli, Maria",10.24397/PANGLOSS-0000791,59.0,https://cocoon.huma-num.fr/data/archi/masters/343876.wav,,
94,oai:crdo.vjf.cnrs.fr:cocoon-4f20cad5-c70c-379d-8468-3b0c0657f515,2020-11-29,Na-našu,"Romagnoli, Maria",10.24397/PANGLOSS-0000792,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_CHAPERON_ROUGE1.xml,oai:crdo.vjf.cnrs.fr:cocoon-bc08674f-8cbd-3678-8599-8245a9e511fe,
95,oai:crdo.vjf.cnrs.fr:cocoon-bc08674f-8cbd-3678-8599-8245a9e511fe,2020-11-28,Na-našu,"Romagnoli, Maria",10.24397/PANGLOSS-0000793,173.0,https://cocoon.huma-num.fr/data/archi/masters/343869.wav,,
96,oai:crdo.vjf.cnrs.fr:cocoon-d6b76719-b26a-3f60-a7d5-503118d4a6a1,2020-11-29,Na-našu,"Romagnoli, Maria",10.24397/PANGLOSS-0000794,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_CIGALE.xml,oai:crdo.vjf.cnrs.fr:cocoon-0a08fd02-811f-3917-a01f-dd30f74ee7f9,
97,oai:crdo.vjf.cnrs.fr:cocoon-0a08fd02-811f-3917-a01f-dd30f74ee7f9,2020-11-28,Na-našu,"Romagnoli, Maria",10.24397/PANGLOSS-0000795,57.0,https://cocoon.huma-num.fr/data/archi/masters/343873.wav,,
98,oai:crdo.vjf.cnrs.fr:cocoon-500eae86-66de-389c-a4e0-740da7f1024e,2020-11-29,Na-našu,"Romagnoli, Maria",10.24397/PANGLOSS-0000796,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_CHATTE.xml,oai:crdo.vjf.cnrs.fr:cocoon-dce26ae4-f834-3282-aa52-181fca04fcde,
99,oai:crdo.vjf.cnrs.fr:cocoon-dce26ae4-f834-3282-aa52-181fca04fcde,2020-11-28,Na-našu,"Romagnoli, Maria",10.24397/PANGLOSS-0000797,174.0,https://cocoon.huma-num.fr/data/archi/masters/343872.wav,,
100,oai:crdo.vjf.cnrs.fr:cocoon-03261535-af5f-3307-9cc1-22e58b58904a,2020-11-29,Na-našu,"Romagnoli, Maria",10.24397/PANGLOSS-0000798,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_REVE.xml,oai:crdo.vjf.cnrs.fr:cocoon-e7cc2898-c91a-30d8-afff-0c50f574e16e,
101,oai:crdo.vjf.cnrs.fr:cocoon-e7cc2898-c91a-30d8-afff-0c50f574e16e,2020-11-28,Na-našu,"Romagnoli, Maria",10.24397/PANGLOSS-0000799,101.0,https://cocoon.huma-num.fr/data/archi/masters/343911.wav,,
102,oai:crdo.vjf.cnrs.fr:cocoon-2812a738-a2fe-3446-86fb-d6373da129a8,2020-11-29,Na-našu,"Romagnoli, Maria",10.24397/PANGLOSS-0000800,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_LIMONCELLO.xml,oai:crdo.vjf.cnrs.fr:cocoon-84961ee8-8f41-3f6d-ab1c-365b4b8b8e34,
103,oai:crdo.vjf.cnrs.fr:cocoon-84961ee8-8f41-3f6d-ab1c-365b4b8b8e34,2020-11-28,Na-našu,"Romagnoli, Maria",10.24397/PANGLOSS-0000801,95.0,https://cocoon.huma-num.fr/data/archi/masters/343895.wav,,
104,oai:crdo.vjf.cnrs.fr:cocoon-5c3d4d2c-c16c-3c6f-b82a-ee18b6cc0ff8,2020-11-29,Na-našu,"Romagnoli, Maria",10.24397/PANGLOSS-0000802,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_PAIN.xml,oai:crdo.vjf.cnrs.fr:cocoon-83d19795-6777-3312-95d8-2146ce5c5bd7,
105,oai:crdo.vjf.cnrs.fr:cocoon-83d19795-6777-3312-95d8-2146ce5c5bd7,2020-11-28,Na-našu,"Romagnoli, Maria",10.24397/PANGLOSS-0000803,75.0,https://cocoon.huma-num.fr/data/archi/masters/343903.wav,,
106,oai:crdo.vjf.cnrs.fr:cocoon-7a096ec4-dced-39b4-8ee5-062413798956,2020-11-29,Na-našu,"Romagnoli, Maria",10.24397/PANGLOSS-0000804,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_VESTON.xml,oai:crdo.vjf.cnrs.fr:cocoon-9e412299-3e7f-389d-9c50-b35e67235098,
107,oai:crdo.vjf.cnrs.fr:cocoon-9e412299-3e7f-389d-9c50-b35e67235098,2020-11-28,Na-našu,"Romagnoli, Maria",10.24397/PANGLOSS-0000805,239.0,https://cocoon.huma-num.fr/data/archi/masters/343922.wav,,
108,oai:crdo.vjf.cnrs.fr:cocoon-b88afbdc-efd9-3dd0-96c2-06e7b374e160,2020-11-29,Na-našu,"Bartolino, Nicola",10.24397/PANGLOSS-0000806,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_GARCON.xml,oai:crdo.vjf.cnrs.fr:cocoon-a687c8ec-0f82-35ac-ba12-16db083f737d,
109,oai:crdo.vjf.cnrs.fr:cocoon-a687c8ec-0f82-35ac-ba12-16db083f737d,2020-11-28,Na-našu,"Bartolino, Nicola",10.24397/PANGLOSS-0000807,161.0,https://cocoon.huma-num.fr/data/archi/masters/343890.wav,,
110,oai:crdo.vjf.cnrs.fr:cocoon-53348c74-4b2d-30ff-af16-f7660cea5c2c,2020-11-29,Na-našu,"Bartolino, Nicola",10.24397/PANGLOSS-0000808,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_GAMBADE.xml,oai:crdo.vjf.cnrs.fr:cocoon-77388722-34f4-3262-b24d-a2e160032db0,
111,oai:crdo.vjf.cnrs.fr:cocoon-77388722-34f4-3262-b24d-a2e160032db0,2020-11-28,Na-našu,"Bartolino, Nicola",10.24397/PANGLOSS-0000809,62.0,https://cocoon.huma-num.fr/data/archi/masters/343888.wav,,
112,oai:crdo.vjf.cnrs.fr:cocoon-2c3ef3c1-383a-3f74-b037-4bef6a0982eb,2020-11-29,Na-našu,"Bartolino, Nicola",10.24397/PANGLOSS-0000810,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_STATUE.xml,oai:crdo.vjf.cnrs.fr:cocoon-c267f1ea-6fd4-33bc-964f-a411d824ce22,
113,oai:crdo.vjf.cnrs.fr:cocoon-c267f1ea-6fd4-33bc-964f-a411d824ce22,2020-11-28,Na-našu,"Bartolino, Nicola",10.24397/PANGLOSS-0000811,91.0,https://cocoon.huma-num.fr/data/archi/masters/343918.wav,,
114,oai:crdo.vjf.cnrs.fr:cocoon-8b999368-cf44-3edf-b0e7-dda2a7a28061,2020-11-29,Na-našu,"Bartolino, Nicola",10.24397/PANGLOSS-0000812,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_GARCON1.xml,oai:crdo.vjf.cnrs.fr:cocoon-5c594837-7a0a-3f18-b727-5b1d8f4db1d8,
115,oai:crdo.vjf.cnrs.fr:cocoon-5c594837-7a0a-3f18-b727-5b1d8f4db1d8,2020-11-28,Na-našu,"Bartolino, Nicola",10.24397/PANGLOSS-0000813,81.0,https://cocoon.huma-num.fr/data/archi/masters/343889.wav,,
116,oai:crdo.vjf.cnrs.fr:cocoon-e5630b7b-e390-329a-b3df-a0f6c39ca7ef,2020-11-29,Na-našu,"Bartolino, Nicola",10.24397/PANGLOSS-0000814,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_PASTEUR.xml,oai:crdo.vjf.cnrs.fr:cocoon-4d8bcd59-fd2b-378c-908f-acddf9a3642b,
117,oai:crdo.vjf.cnrs.fr:cocoon-4d8bcd59-fd2b-378c-908f-acddf9a3642b,2020-11-28,Na-našu,"Bartolino, Nicola",10.24397/PANGLOSS-0000815,53.0,https://cocoon.huma-num.fr/data/archi/masters/343905.wav,,
118,oai:crdo.vjf.cnrs.fr:cocoon-c337bcac-ad26-30bf-b09e-358563fd7679,2020-11-29,Na-našu,"Bartolino, Nicola",10.24397/PANGLOSS-0000816,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_INSCRIPTION.xml,oai:crdo.vjf.cnrs.fr:cocoon-52ed2c7a-1a75-3459-b5b9-1aa6156df47e,
119,oai:crdo.vjf.cnrs.fr:cocoon-52ed2c7a-1a75-3459-b5b9-1aa6156df47e,2020-11-28,Na-našu,"Bartolino, Nicola",10.24397/PANGLOSS-0000817,48.0,https://cocoon.huma-num.fr/data/archi/masters/343893.wav,,
120,oai:crdo.vjf.cnrs.fr:cocoon-cd7c4a39-bef1-32e4-bffb-74465d99c37c,2020-11-29,Na-našu,"Bartolino, Nicola",10.24397/PANGLOSS-0000818,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_CHARRETTE.xml,oai:crdo.vjf.cnrs.fr:cocoon-0606bc27-f714-3bd1-81c9-8c16ee3c84d0,
121,oai:crdo.vjf.cnrs.fr:cocoon-0606bc27-f714-3bd1-81c9-8c16ee3c84d0,2020-11-28,Na-našu,"Bartolino, Nicola",10.24397/PANGLOSS-0000819,79.0,https://cocoon.huma-num.fr/data/archi/masters/343871.wav,,
122,oai:crdo.vjf.cnrs.fr:cocoon-1e18e384-29f5-399b-b7e4-7689b86cb3d0,2020-11-29,Na-našu,"Manso, Antonia",10.24397/PANGLOSS-0000820,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_FILLE1.xml,oai:crdo.vjf.cnrs.fr:cocoon-2e1bf5e8-7376-33c2-8ada-6b63ec3aa4e4,
123,oai:crdo.vjf.cnrs.fr:cocoon-2e1bf5e8-7376-33c2-8ada-6b63ec3aa4e4,2020-11-28,Na-našu,"Manso, Antonia",10.24397/PANGLOSS-0000821,108.0,https://cocoon.huma-num.fr/data/archi/masters/343881.wav,,
124,oai:crdo.vjf.cnrs.fr:cocoon-5cd883fb-d8b7-35d3-8e05-c9f1b617399f,2020-11-29,Na-našu,"Manso, Antonia",10.24397/PANGLOSS-0000822,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_FRERE.xml,oai:crdo.vjf.cnrs.fr:cocoon-2a369288-96ef-3f6f-aa88-92066647445b,
125,oai:crdo.vjf.cnrs.fr:cocoon-2a369288-96ef-3f6f-aa88-92066647445b,2020-11-28,Na-našu,"Manso, Antonia",10.24397/PANGLOSS-0000823,48.0,https://cocoon.huma-num.fr/data/archi/masters/343886.wav,,
126,oai:crdo.vjf.cnrs.fr:cocoon-bcb1a226-34a3-3282-b596-b02bb0a751c0,2020-11-29,Na-našu,"Manso, Antonia",10.24397/PANGLOSS-0000824,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_FROMAGE.xml,oai:crdo.vjf.cnrs.fr:cocoon-dd141813-8bc7-3ff4-8210-c49410befd91,
127,oai:crdo.vjf.cnrs.fr:cocoon-dd141813-8bc7-3ff4-8210-c49410befd91,2020-11-28,Na-našu,"Manso, Antonia",10.24397/PANGLOSS-0000825,148.0,https://cocoon.huma-num.fr/data/archi/masters/343887.wav,,
128,oai:crdo.vjf.cnrs.fr:cocoon-71036be7-fe26-3fe8-a016-e4b559785a01,2020-11-29,Na-našu,"Manso, Antonia",10.24397/PANGLOSS-0000826,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_PAIN1.xml,oai:crdo.vjf.cnrs.fr:cocoon-ae37a39a-0b8f-3a1e-a97d-d396ecad3b8f,
129,oai:crdo.vjf.cnrs.fr:cocoon-ae37a39a-0b8f-3a1e-a97d-d396ecad3b8f,2020-11-28,Na-našu,"Manso, Antonia",10.24397/PANGLOSS-0000827,184.0,https://cocoon.huma-num.fr/data/archi/masters/343902.wav,,
130,oai:crdo.vjf.cnrs.fr:cocoon-ecd0eaca-1f04-3e34-907e-6abf065aa294,2020-11-29,Na-našu,"Manso, Antonia",10.24397/PANGLOSS-0000828,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_EAU1.xml,oai:crdo.vjf.cnrs.fr:cocoon-d2e11229-4f2c-33ef-a8d2-a14dc59e6714,
131,oai:crdo.vjf.cnrs.fr:cocoon-d2e11229-4f2c-33ef-a8d2-a14dc59e6714,2020-11-28,Na-našu,"Manso, Antonia",10.24397/PANGLOSS-0000829,154.0,https://cocoon.huma-num.fr/data/archi/masters/343875.wav,,
132,oai:crdo.vjf.cnrs.fr:cocoon-4bf87dd5-3bf4-3d0f-b85b-2da7eb1ea62c,2020-11-29,Na-našu,"Martella, Leterina",10.24397/PANGLOSS-0000830,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_FILLE2.xml,oai:crdo.vjf.cnrs.fr:cocoon-8217c155-e212-33dc-b901-a638c3f80396,
133,oai:crdo.vjf.cnrs.fr:cocoon-8217c155-e212-33dc-b901-a638c3f80396,2020-11-28,Na-našu,"Martella, Leterina",10.24397/PANGLOSS-0000831,118.0,https://cocoon.huma-num.fr/data/archi/masters/343882.wav,,
134,oai:crdo.vjf.cnrs.fr:cocoon-3d836d6d-7118-3942-b422-5a7dfbae4cda,2020-11-29,Na-našu,"Martella, Leterina",10.24397/PANGLOSS-0000832,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_NOUILLES.xml,oai:crdo.vjf.cnrs.fr:cocoon-945cd5d3-5ab1-32d4-9355-ac7522ad47bd,
135,oai:crdo.vjf.cnrs.fr:cocoon-945cd5d3-5ab1-32d4-9355-ac7522ad47bd,2020-11-28,Na-našu,"Martella, Leterina",10.24397/PANGLOSS-0000833,149.0,https://cocoon.huma-num.fr/data/archi/masters/343901.wav,,
136,oai:crdo.vjf.cnrs.fr:cocoon-088596ec-db5d-3ece-a472-44cacaaaa9db,2020-11-29,Na-našu,"Gliosca, Sandrina",10.24397/PANGLOSS-0000834,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_TABAC.xml,oai:crdo.vjf.cnrs.fr:cocoon-12160b04-39e2-3370-8e15-3d484cecfd2d,
137,oai:crdo.vjf.cnrs.fr:cocoon-12160b04-39e2-3370-8e15-3d484cecfd2d,2020-11-28,Na-našu,"Gliosca, Sandrina",10.24397/PANGLOSS-0000835,193.0,https://cocoon.huma-num.fr/data/archi/masters/343919.wav,,
138,oai:crdo.vjf.cnrs.fr:cocoon-30cf4b77-b67e-3d61-b61c-73218096258e,2020-11-29,Na-našu,"Gliosca, Sandrina",10.24397/PANGLOSS-0000836,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_FILLE3.xml,oai:crdo.vjf.cnrs.fr:cocoon-bcc7975f-b280-393b-9229-edc3afa1d821,
139,oai:crdo.vjf.cnrs.fr:cocoon-bcc7975f-b280-393b-9229-edc3afa1d821,2020-11-28,Na-našu,"Gliosca, Sandrina",10.24397/PANGLOSS-0000837,334.0,https://cocoon.huma-num.fr/data/archi/masters/343883.wav,,
140,oai:crdo.vjf.cnrs.fr:cocoon-8040c287-5e5b-330a-9fd5-2069d75663ad,2020-11-29,Na-našu,"Gliosca, Sandrina",10.24397/PANGLOSS-0000838,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_SORCIERE.xml,oai:crdo.vjf.cnrs.fr:cocoon-c456355b-7fcd-3a83-88da-5e4f79a9d40f,
141,oai:crdo.vjf.cnrs.fr:cocoon-c456355b-7fcd-3a83-88da-5e4f79a9d40f,2020-11-28,Na-našu,"Gliosca, Sandrina",10.24397/PANGLOSS-0000839,212.0,https://cocoon.huma-num.fr/data/archi/masters/343916.wav,,
142,oai:crdo.vjf.cnrs.fr:cocoon-6d02c05c-cdaf-3efe-8b0a-a0b691d454d2,2020-11-29,Na-našu,"Gliosca, Sandrina",10.24397/PANGLOSS-0000840,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_SERPENT.xml,oai:crdo.vjf.cnrs.fr:cocoon-dcdf5e30-d3b2-3d16-b3ae-38196d17a0e6,
143,oai:crdo.vjf.cnrs.fr:cocoon-dcdf5e30-d3b2-3d16-b3ae-38196d17a0e6,2020-11-28,Na-našu,"Gliosca, Sandrina",10.24397/PANGLOSS-0000841,61.0,https://cocoon.huma-num.fr/data/archi/masters/343913.wav,,
144,oai:crdo.vjf.cnrs.fr:cocoon-3edf0e35-16b8-31bc-a09c-28e8c69609f3,2020-11-29,Na-našu,"Gliosca, Sandrina",10.24397/PANGLOSS-0000842,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_RENARD1.xml,oai:crdo.vjf.cnrs.fr:cocoon-9b6f3cfc-2175-3bd1-a43d-f40812b89483,
145,oai:crdo.vjf.cnrs.fr:cocoon-9b6f3cfc-2175-3bd1-a43d-f40812b89483,2020-11-28,Na-našu,"Gliosca, Sandrina",10.24397/PANGLOSS-0000843,103.0,https://cocoon.huma-num.fr/data/archi/masters/343909.wav,,
146,oai:crdo.vjf.cnrs.fr:cocoon-2b589f33-2b72-3b0c-8790-a7c7d0a9d1a6,2020-11-29,Na-našu,"Gliosca, Sandrina",10.24397/PANGLOSS-0000844,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_BOUC.xml,oai:crdo.vjf.cnrs.fr:cocoon-8d9a5566-7a73-328a-bdf2-452cfcbfb906,
147,oai:crdo.vjf.cnrs.fr:cocoon-8d9a5566-7a73-328a-bdf2-452cfcbfb906,2020-11-28,Na-našu,"Gliosca, Sandrina",10.24397/PANGLOSS-0000845,220.0,https://cocoon.huma-num.fr/data/archi/masters/343866.wav,,
148,oai:crdo.vjf.cnrs.fr:cocoon-245b2a1b-5b3c-3dff-b4f9-816e88f5de67,2020-11-29,Na-našu,"Manso, Emilio",10.24397/PANGLOSS-0000846,,https://cocoon.huma-num.fr/data/breu/masters/crdo-SVM_MARCHE.xml,oai:crdo.vjf.cnrs.fr:cocoon-903d4f45-5c33-317a-bc78-9d0c0da48f38,
149,oai:crdo.vjf.cnrs.fr:cocoon-903d4f45-5c33-317a-bc78-9d0c0da48f38,2020-11-28,Na-našu,"Manso, Emilio",10.24397/PANGLOSS-0000847,73.0,https://cocoon.huma-num.fr/data/archi/masters/343900.wav,,
150,oai:crdo.vjf.cnrs.fr:cocoon-69b4d797-cf8b-3c71-b3f3-b3f45ae40371,2020-11-28,Sorabe supérieur (courant),Wórša Šołćina,10.24397/PANGLOSS-0000848,319.0,https://cocoon.huma-num.fr/data/archi/masters/343860.wav,,
151,oai:crdo.vjf.cnrs.fr:cocoon-44151160-3adb-329f-b644-2945e1f43c5e,2020-11-29,Sorabe supérieur (courant),Wórša Šołćina,10.24397/PANGLOSS-0000849,,https://cocoon.huma-num.fr/data/breu/masters/crdo-HSB_MARIAGE.xml,oai:crdo.vjf.cnrs.fr:cocoon-69b4d797-cf8b-3c71-b3f3-b3f45ae40371,
152,oai:crdo.vjf.cnrs.fr:cocoon-44de5e45-a7f6-3b03-ae0a-dd87148c69ad,2020-11-28,Sorabe supérieur (courant),Ruzalka Ertlec,10.24397/PANGLOSS-0000850,114.0,https://cocoon.huma-num.fr/data/archi/masters/343861.wav,,
153,oai:crdo.vjf.cnrs.fr:cocoon-4f89b4de-5945-367d-8ea0-f007934b6e11,2020-11-29,Sorabe supérieur (courant),Ruzalka Ertlec,10.24397/PANGLOSS-0000851,,https://cocoon.huma-num.fr/data/breu/masters/crdo-HSB_PAQUES.xml,oai:crdo.vjf.cnrs.fr:cocoon-44de5e45-a7f6-3b03-ae0a-dd87148c69ad,
154,oai:crdo.vjf.cnrs.fr:cocoon-3fe5ab1a-85f2-3683-9fc6-859338dea2aa,2020-11-28,Sorabe supérieur (courant),Beno Šołta,10.24397/PANGLOSS-0000852,152.0,https://cocoon.huma-num.fr/data/archi/masters/343857.wav,,
155,oai:crdo.vjf.cnrs.fr:cocoon-8fb20c34-59cb-34fa-9a4a-eef432d3ab51,2020-11-29,Sorabe supérieur (courant),Beno Šołta,10.24397/PANGLOSS-0000853,,https://cocoon.huma-num.fr/data/breu/masters/crdo-HSB_COMPETITION.xml,oai:crdo.vjf.cnrs.fr:cocoon-3fe5ab1a-85f2-3683-9fc6-859338dea2aa,
156,oai:crdo.vjf.cnrs.fr:cocoon-c08e44ae-6f1e-3fbe-b8f1-961bdee02c32,2020-11-28,Sorabe supérieur (courant),Metod Šołta,10.24397/PANGLOSS-0000854,184.0,https://cocoon.huma-num.fr/data/archi/masters/343862.wav,,
157,oai:crdo.vjf.cnrs.fr:cocoon-6496f373-bfd8-30f9-aabc-92307a6be4d1,2020-11-29,Sorabe supérieur (courant),Metod Šołta,10.24397/PANGLOSS-0000855,,https://cocoon.huma-num.fr/data/breu/masters/crdo-HSB_THEATRE.xml,oai:crdo.vjf.cnrs.fr:cocoon-c08e44ae-6f1e-3fbe-b8f1-961bdee02c32,
158,oai:crdo.vjf.cnrs.fr:cocoon-3c1587a7-b785-3f43-9cf7-c06dca2f434a,2020-11-28,Sorabe supérieur (courant),Metod Šołta,10.24397/PANGLOSS-0000856,118.0,https://cocoon.huma-num.fr/data/archi/masters/343859.wav,,
159,oai:crdo.vjf.cnrs.fr:cocoon-24a18111-54c3-3553-91d6-b427e16db3ef,2020-11-29,Sorabe supérieur (courant),Metod Šołta,10.24397/PANGLOSS-0000857,,https://cocoon.huma-num.fr/data/breu/masters/crdo-HSB_GRENOUILLE.xml,oai:crdo.vjf.cnrs.fr:cocoon-3c1587a7-b785-3f43-9cf7-c06dca2f434a,
160,oai:crdo.vjf.cnrs.fr:cocoon-ed9bcf22-9280-3d1d-b93f-0f5a498ffbf2,2020-11-28,Sorabe supérieur (courant),Syman Šołta,10.24397/PANGLOSS-0000858,278.0,https://cocoon.huma-num.fr/data/archi/masters/343858.wav,,
161,oai:crdo.vjf.cnrs.fr:cocoon-7957d670-298b-31c7-8546-e576cd5ef184,2020-11-29,Sorabe supérieur (courant),Syman Šołta,10.24397/PANGLOSS-0000859,,https://cocoon.huma-num.fr/data/breu/masters/crdo-HSB_FETE.xml,oai:crdo.vjf.cnrs.fr:cocoon-ed9bcf22-9280-3d1d-b93f-0f5a498ffbf2,
162,oai:crdo.vjf.cnrs.fr:cocoon-a46ded8a-0744-33a0-bc4a-b39f2154e39f,2020-11-28,Sorabe supérieur (courant),Jan Eizelt,10.24397/PANGLOSS-0000860,239.0,https://cocoon.huma-num.fr/data/archi/masters/343854.wav,,
163,oai:crdo.vjf.cnrs.fr:cocoon-01028439-8f20-3675-9bb3-8abf854ed92d,2020-11-29,Sorabe supérieur (courant),Jan Eizelt,10.24397/PANGLOSS-0000861,,https://cocoon.huma-num.fr/data/breu/masters/crdo-HSB_BLANCHE_NEIGE.xml,oai:crdo.vjf.cnrs.fr:cocoon-a46ded8a-0744-33a0-bc4a-b39f2154e39f,
164,oai:crdo.vjf.cnrs.fr:cocoon-6ffd9e98-8338-3b97-8eb2-4076c27a01d9,2020-11-28,Sorabe supérieur (courant),Franciska Hejdušcyna,10.24397/PANGLOSS-0000862,217.0,https://cocoon.huma-num.fr/data/archi/masters/343855.wav,,
165,oai:crdo.vjf.cnrs.fr:cocoon-63f45890-dd29-3f76-af7f-6ef87fd68c90,2020-11-29,Sorabe supérieur (courant),Franciska Hejdušcyna,10.24397/PANGLOSS-0000863,,https://cocoon.huma-num.fr/data/breu/masters/crdo-HSB_CHAPERON_ROUGE.xml,oai:crdo.vjf.cnrs.fr:cocoon-6ffd9e98-8338-3b97-8eb2-4076c27a01d9,
166,oai:crdo.vjf.cnrs.fr:cocoon-deb013ad-e05e-3c39-a56a-02bf9c7ab524,2020-11-28,Sorabe supérieur (courant),Marja Lipičowa,10.24397/PANGLOSS-0000864,197.0,https://cocoon.huma-num.fr/data/archi/masters/343856.wav,,
167,oai:crdo.vjf.cnrs.fr:cocoon-c58d0295-c61f-310b-b139-c0bfa159e705,2020-11-29,Sorabe supérieur (courant),Marja Lipičowa,10.24397/PANGLOSS-0000865,,https://cocoon.huma-num.fr/data/breu/masters/crdo-HSB_CHATS.xml,oai:crdo.vjf.cnrs.fr:cocoon-deb013ad-e05e-3c39-a56a-02bf9c7ab524,
168,oai:crdo.vjf.cnrs.fr:cocoon-538c39d2-2a3c-37f2-80d9-43c8175c45ca,2021-06-04,Duoxu,,10.24397/PANGLOSS-0000867,,,,
169,oai:crdo.vjf.cnrs.fr:cocoon-93b1c39f-377e-3b8f-9da8-6be00f254760,2021-06-04,Ersu,,10.24397/PANGLOSS-0000868,,,,
170,oai:crdo.vjf.cnrs.fr:cocoon-4592b708-a144-363e-b68d-6f33d134ec22,2021-06-04,Lizu,,10.24397/PANGLOSS-0000869,,,,
171,oai:crdo.vjf.cnrs.fr:cocoon-c93ce861-a2f4-3013-abfb-31310aa36a25,2021-06-04,Duoxu,,10.24397/PANGLOSS-0000870,,,,
172,oai:crdo.vjf.cnrs.fr:cocoon-b6446bde-fcd5-3f14-bba3-9ea5a1a0f85e,2021-06-04,Xumi,,10.24397/PANGLOSS-0000871,,,,
173,oai:crdo.vjf.cnrs.fr:cocoon-8eecd60a-97ff-3111-8121-9a02eac41875,2021-04-08,Ersu,Wang Lianqing,10.24397/PANGLOSS-0000872,900.0,https://cocoon.huma-num.fr/data/chirkova/masters/wlg_juzi_1.wav,,
174,oai:crdo.vjf.cnrs.fr:cocoon-f522d24c-314b-381e-946e-d4c0155f7db6,2021-04-08,Ersu,Wang Lianqing,10.24397/PANGLOSS-0000873,,https://cocoon.huma-num.fr/data/chirkova/wlg_juzi_1.xml,oai:crdo.vjf.cnrs.fr:cocoon-8eecd60a-97ff-3111-8121-9a02eac41875,
175,oai:crdo.vjf.cnrs.fr:cocoon-c4b21a45-e754-3347-9ef2-cc76a621849a,2021-04-08,Ersu,Wang Lianqing,10.24397/PANGLOSS-0000874,479.0,https://cocoon.huma-num.fr/data/chirkova/masters/wlg_juzi_2.wav,,
